x1, x2, 
0.857286, -0.314928, 
0, 1.71699, 
0.620491, 0.3651, 
0.450739, 0.401283, 
0.656678, 0.0265931, 
0.824416, 0.0186533, 
0.408084, 0.81623, 
0.257614, 0.817073, 
0.0781155, 1.30167, 
0.178924, 1.29111, 
0.836088, -0.169114, 
0.41169, 0.782712, 
0.828443, -0.0754411, 
0.239524, 0.878565, 
0.840041, -0.205762, 
0.834438, -0.133166, 
0.217121, 1.03447, 
0.202963, 1.12587, 
0.625271, 0.260806, 
0.417823, 0.688642, 
0.845544, -0.307831, 
0.623997, 0.315124, 
0.249334, 0.82432, 
0.629137, 0.232035, 
0.223162, 0.986824, 
0.232227, 0.918518, 
0.0187048, 1.53808, 
0.217228, 0.998386, 
0.0442886, 1.38361, 
0.633516, 0.151532, 
0.419357, 0.64302, 
0.841559, -0.233853, 
0.0599513, 1.3383, 
0.828233, -0.0346421, 
0.210506, 1.05261, 
0.632673, 0.204107, 
0.621491, 0.317662, 
0.00283784, 1.69422, 
0.433772, 0.51221, 
0.0143957, 1.56586, 
0.429268, 0.546478, 
0.0272939, 1.49197, 
0.244493, 0.85138, 
0.63295, 0.182396, 
0.425724, 0.603774, 
0.225865, 0.95413, 
0.651713, 0.0502472, 
0.00292719, 1.65404, 
0.0657467, 1.32149, 
0.0336258, 1.44208, 
0.436344, 0.479168, 
0.63537, 0.127346, 
0.200125, 1.15459, 
0.0405829, 1.44087, 
0.188702, 1.23787, 
0.0734151, 1.31832, 
0.414182, 0.744837, 
0.640023, 0.116404, 
0.841881, -0.261216, 
0.440408, 0.438505, 
0.642149, 0.09681, 
0.0547634, 1.3551, 
0.430134, 0.520614, 
0.209778, 1.07602, 
0.422, 0.623564, 
0.228071, 0.944902, 
0.446324, 0.423983, 
0.0223105, 1.52063, 
0.204188, 1.09498, 
0.0407752, 1.40916, 
0.83028, -0.111222, 
0.428823, 0.572495, 
0.0257491, 1.51193, 
0.643486, 0.0785061, 
0.415943, 0.731648, 
0.242625, 0.863001, 
0.426552, 0.580559, 
0.0120203, 1.59241, 
0.626628, 0.254639, 
0.186854, 1.26602, 
0.84513, -0.277739, 
0.825638, 0.00637198, 
0.231668, 0.924301, 
0.0104525, 1.61218, 
0.00734757, 1.64004, 
0.0095679, 1.62279, 
0.0297809, 1.4667, 
0.196166, 1.1898, 
0.189491, 1.22295, 
0.0438914, 1.40728, 
0.446879, 0.410768, 
0.0529517, 1.36744, 
0.0131992, 1.58036, 
0.438119, 0.471924, 
0.830317, -0.112156, 
0.19437, 1.20525, 
0.644335, 0.0615517, 
0.0297809, 1.4667, 
0.416582, 0.706774, 
0.00230272, 1.70877, 
