x1, x2, 
0.240959, 0.897903, 
0.634398, 0.221895, 
0.00772835, 1.74544, 
0.193331, 0.972032, 
0.846409, -0.0941697, 
0.654263, -0.0486559, 
0.443516, 0.425415, 
0.0296902, 1.52728, 
0.240142, 0.944486, 
0.438509, 0.614051, 
0.268635, 0.833807, 
0.637974, 0.131906, 
0.623167, 0.34314, 
0.122573, 1.14698, 
0.647328, 0.0448101, 
0.0699229, 1.39743, 
0.432585, 0.656956, 
0.0791008, 1.31028, 
0.00823261, 1.62584, 
0.628644, 0.303309, 
0.00794234, 1.73896, 
0.0732963, 1.3354, 
0.00419918, 1.76399, 
0.635992, 0.166835, 
0.0320571, 1.51354, 
0, 1.7995, 
0.010081, 1.5677, 
0.867157, -0.200094, 
0.41168, 0.788686, 
0.846238, -0.0760827, 
0.038013, 1.50315, 
0.642538, 0.0500982, 
0.252891, 0.842008, 
0.430042, 0.768064, 
0.0471273, 1.42701, 
0.835022, -0.0561978, 
0.852823, -0.1431, 
0.209192, 1.05591, 
0.226024, 1.03191, 
0.848851, -0.0913922, 
0.828085, -0.0444232, 
0.449599, 0.568511, 
0.44401, 0.578624, 
0.450354, 0.442858, 
0.252531, 0.982521, 
0.246828, 0.992871, 
0.438785, 0.626158, 
0.281204, 0.835144, 
0.626095, 0.410833, 
0.191037, 1.16002, 
0.190495, 1.16308, 
0.435815, 0.681841, 
0.116419, 1.31877, 
0.00921155, 1.737, 
0.631776, 0.330985, 
0.628898, 0.385803, 
0.114011, 1.33832, 
0.082344, 1.36995, 
0.00625237, 1.76804, 
0, 1.8192, 
0.00305494, 1.80932, 
0.0310112, 1.6095, 
0.0101231, 1.66282, 
0.424233, 0.810332, 
0.0401081, 1.54553, 
0.0397683, 1.55292, 
0.646606, 0.110347, 
0.642919, 0.26004, 
0.264095, 0.873724, 
0.262013, 0.978194, 
0.263837, 0.971702, 
0.435286, 0.778055, 
0.432014, 0.794403, 
0.0523919, 1.48108, 
0.0533213, 1.4286, 
0.848147, -0.0525112, 
0, 1.85669, 
0.854206, -0.0490422, 
0.659463, 0.160084, 
0.830512, -0.0321267, 
0.462232, 0.600871, 
0.614739, 0.455944, 
0.279903, 0.912453, 
0.193133, 1.27445, 
0.419891, 0.879885, 
0.647328, 0.218072, 
0.11984, 1.33584, 
0.637876, 0.438069, 
0.211853, 1.13917, 
0.0145528, 1.80382, 
0.44106, 0.637211, 
0.0295591, 1.68692, 
0.0572083, 1.49551, 
0.249124, 0.994422, 
0.439894, 0.781389, 
0.0417115, 1.61699, 
0.099998, 1.38107, 
0.080882, 1.42914, 
0.219701, 1.08169, 
0.424667, 0.810587, 
